Priority;Hard to Reach Access Methods;Shelter Cluster Hub;Last Update;District HLCIT  Code;VDC / Municipality HLCIT  Code;Implementing agency;Sourcing Agency;Local partner agency;District;VDC / Municipalities;Municipal Ward;Action type;Action description;Targeting;# Items / # Man-hours / NPR;Total Number Households;Average cost per households (NPR);Female headed households;Vulnerable Caste / Ethnicity households ;Activity Status;Start date;Completion Date;Additional Comments
Priority;;East;11/09/2015;524 2 05 24;524 2 05 24 5 054;Mercy corps;Internal;Nepal Red Cross;Kabhrepalanchok;Dhungkharka Bahrabisae;All;NFI;Clothes (items);All / Blanket;11124;1236;;;450;Completed;25/07/2015;26/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 24;524 2 05 24 5 054;Mercy corps;Internal;Nepal Red Cross;Kabhrepalanchok;Dhungkharka Bahrabisae;All;NFI;Blankets;All / Blanket;4944;1236;;;450;Completed;25/07/2015;26/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 24;524 2 05 24 5 054;Mercy corps;Internal;Nepal Red Cross;Kabhrepalanchok;Dhungkharka Bahrabisae;All;NFI;Kitchen Sets;All / Blanket;2472;1236;2250;;450;Completed;25/07/2015;26/07/2015;Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 24;524 2 05 24 5 054;Mercy corps;Internal;Nepal Red Cross;Kabhrepalanchok;Dhungkharka Bahrabisae;All;NFI;Lighting (Lamps, Candles);All / Blanket;1236;1236;2500;;450;Completed;25/07/2015;26/07/2015;Solar lamps donated material aid
Priority;;East;11/09/2015;524 2 05 24;524 2 05 24 5 054;Mercy corps;Internal;Nepal Red Cross;Kabhrepalanchok;Dhungkharka Bahrabisae;All;NFI;Mosquito Nets;All / Blanket;2472;1236;;;450;Completed;25/07/2015;26/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 24;524 2 05 24 5 054;Mercy corps;Internal;Nepal Red Cross;Kabhrepalanchok;Dhungkharka Bahrabisae;All;Shelter;Tarpaulin;All / Blanket;1236;1236;;;450;Completed;25/07/2015;26/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 008;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Dhuyang;All;NFI;Blankets;All / Blanket;4400;1100;;;897;Completed;15/07/2015;16/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 008;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Dhuyang;All;NFI;Buckets with lid;All / Blanket;1100;1100;;;897;Completed;14/07/2015;14/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 008;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Dhuyang;All;NFI;Clothes (items);All / Blanket;9900;1100;;;897;Completed;14/07/2015;14/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 008;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Dhuyang;All;NFI;Kitchen Sets;All / Blanket;2200;1100;2250;;897;Completed;14/07/2015;14/07/2015;Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 008;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Dhuyang;All;NFI;Mosquito Nets;All / Blanket;2200;1100;;;897;Completed;14/07/2015;14/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 008;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Dhuyang;All;Shelter;Tarpaulin;All / Blanket;1100;1100;;;897;Completed;14/07/2015;14/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 008;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Dhuyang;All;Cash;Other Cash;All / Blanket;8250000;1100;7500;;897;Completed;14/07/2015;14/07/2015;
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 008;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Dhuyang;All;NFI;Lighting (Lamps, Candles);All / Blanket;1100;1100;2500;;897;Completed;14/07/2015;14/07/2015;Solar lamps donated material aid
Priority;;Central;11/09/2015;524 2 05 28;524 2 05 28 5 037;Mercy corps;Internal;Nepal Red Cross;Nuwakot;Ganeshsthan;All;NFI;Blankets;All / Blanket;4000;1000;;;417;Completed;31/05/2015;31/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;Central;11/09/2015;524 2 05 28;524 2 05 28 5 037;Mercy corps;Internal;Nepal Red Cross;Nuwakot;Ganeshsthan;All;NFI;Buckets with lid;All / Blanket;1000;1000;;;417;Completed;31/05/2015;31/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;Central;11/09/2015;524 2 05 28;524 2 05 28 5 037;Mercy corps;Internal;Nepal Red Cross;Nuwakot;Ganeshsthan;All;NFI;Clothes (items);All / Blanket;9000;1000;;;417;Completed;31/05/2015;31/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;Central;11/09/2015;524 2 05 28;524 2 05 28 5 037;Mercy corps;Internal;Nepal Red Cross;Nuwakot;Ganeshsthan;All;NFI;Kitchen Sets;All / Blanket;2000;1000;2250;;417;Completed;31/05/2015;31/05/2015;Included in Kits - total kit cost 14000 NPR
Priority;;Central;11/09/2015;524 2 05 28;524 2 05 28 5 037;Mercy corps;Internal;Nepal Red Cross;Nuwakot;Ganeshsthan;All;NFI;Mosquito Nets;All / Blanket;2000;1000;;;417;Completed;31/05/2015;31/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;Central;11/09/2015;524 2 05 28;524 2 05 28 5 037;Mercy corps;Internal;Nepal Red Cross;Nuwakot;Ganeshsthan;All;Shelter;Tarpaulin;All / Blanket;1000;1000;;;417;Completed;31/05/2015;31/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;Central;11/09/2015;524 2 05 28;524 2 05 28 5 037;Mercy corps;Internal;Nepal Red Cross;Nuwakot;Ganeshsthan;All;Cash;Other Cash;All / Blanket;7500000;1000;7500;;417;Completed;03/07/2015;14/07/2015;
Priority;;Central;11/09/2015;524 2 05 28;524 2 05 28 5 037;Mercy corps;Internal;Nepal Red Cross;Nuwakot;Ganeshsthan;All;NFI;Lighting (Lamps, Candles);All / Blanket;1000;1000;2500;;417;Completed;31/05/2015;31/05/2015;Solar lamps donated material aid
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 017;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Ghorthali;All;NFI;Blankets;All / Blanket;2312;578;;;451;Completed;10/07/2015;10/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 017;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Ghorthali;All;NFI;Buckets with lid;All / Blanket;578;578;;;451;Completed;10/07/2015;10/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 017;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Ghorthali;All;NFI;Clothes (items);All / Blanket;5202;578;;;451;Completed;10/07/2015;10/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 017;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Ghorthali;All;NFI;Kitchen Sets;All / Blanket;1156;578;2250;;451;Completed;10/07/2015;10/07/2015;Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 017;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Ghorthali;All;NFI;Mosquito Nets;All / Blanket;1156;578;;;451;Completed;10/07/2015;10/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 017;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Ghorthali;All;Shelter;Tarpaulin;All / Blanket;578;578;;;451;Completed;10/07/2015;10/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 017;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Ghorthali;All;Cash;Other Cash;All / Blanket;4335000;578;7500;;459;Completed;09/06/2015;26/06/2015;
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 017;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Ghorthali;All;NFI;Lighting (Lamps, Candles);All / Blanket;578;578;2500;;451;Completed;10/07/2015;10/07/2015;Solar lamps donated material aid
Priority;No road access - possible helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 051;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Hagam;All;NFI;Blankets;All / Blanket;4648;1162;;;1154;Completed;19/08/2015;19/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;No road access - possible helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 051;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Hagam;All;NFI;Buckets with lid;All / Blanket;1162;1162;;;1154;Completed;19/08/2015;19/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;No road access - possible helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 051;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Hagam;All;NFI;Clothes (items);All / Blanket;10458;1162;;;1154;Completed;19/08/2015;19/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;No road access - possible helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 051;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Hagam;All;NFI;Kitchen Sets;All / Blanket;2324;1162;2250;;1154;Completed;19/08/2015;19/08/2015;Included in Kits - total kit cost 14000 NPR
Priority;No road access - possible helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 051;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Hagam;All;NFI;Mosquito Nets;All / Blanket;2324;1162;;;1154;Completed;19/08/2015;19/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;No road access - possible helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 051;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Hagam;All;Shelter;Tarpaulin;All / Blanket;1162;1162;;;1154;Completed;19/08/2015;19/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;No road access - possible helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 051;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Hagam;All;Cash;Other Cash;All / Blanket;8662500;1155;7500;;1154;Completed;19/08/2015;19/08/2015;
Priority;No road access - possible helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 051;Mercy corps;Internal;Nepal Red Cross;Sindhupalchok;Hagam;All;NFI;Lighting (Lamps, Candles);All / Blanket;1162;1162;2500;;1154;Completed;19/08/2015;19/08/2015;Solar lamps donated material aid
Priority;Tractor access;East;11/09/2015;524 2 04 22;524 2 04 22 5 015;Mercy corps;CFPA;Nepal Red Cross;Dolakha;Hawa;All;NFI;Lighting (Lamps, Candles);All / Blanket;514;514;2500;;423;Completed;17/06/2015;18/06/2015;Solar lamps donated material aid
Priority;Tractor access;East;11/09/2015;524 2 04 22;524 2 04 22 5 015;Mercy corps;Internal;Nepal Red Cross;Dolakha;Hawa;All;Cash;Other Cash;All / Blanket;3855000;514;7500;;423;Completed;24/07/2015;24/07/2015;
Priority;Tractor access;East;11/09/2015;524 2 04 22;524 2 04 22 5 015;Mercy corps;CFPA;Nepal Red Cross;Dolakha;Hawa;All;NFI;Blankets;All / Blanket;2056;514;;;423;Completed;17/06/2015;18/06/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 04 22;524 2 04 22 5 015;Mercy corps;CFPA;Nepal Red Cross;Dolakha;Hawa;All;NFI;Buckets with lid;All / Blanket;514;514;;;423;Completed;17/06/2015;18/06/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 04 22;524 2 04 22 5 015;Mercy corps;CFPA;Nepal Red Cross;Dolakha;Hawa;All;NFI;Clothes (items);All / Blanket;4626;514;;;423;Completed;17/06/2015;18/06/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 04 22;524 2 04 22 5 015;Mercy corps;CFPA;Nepal Red Cross;Dolakha;Hawa;All;NFI;Kitchen Sets;All / Blanket;1028;514;2250;;423;Completed;17/06/2015;18/06/2015;Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 04 22;524 2 04 22 5 015;Mercy corps;CFPA;Nepal Red Cross;Dolakha;Hawa;All;NFI;Mosquito Nets;All / Blanket;1028;514;;;423;Completed;17/06/2015;18/06/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 04 22;524 2 04 22 5 015;Mercy corps;CFPA;Nepal Red Cross;Dolakha;Hawa;All;Shelter;Tarpaulin;All / Blanket;514;514;;;423;Completed;17/06/2015;18/06/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 001;Mercy corps;OFDA/Internal;Nepal Red Cross;Sindhupalchok;Karthali;All;NFI;Clothes (items);All / Blanket;5000;1250;;;842;Completed;28/08/2015;30/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 001;Mercy corps;OFDA/Internal;Nepal Red Cross;Sindhupalchok;Karthali;All;NFI;Kitchen Sets;All / Blanket;1250;1250;;;842;Completed;28/08/2015;30/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 001;Mercy corps;OFDA/Internal;Nepal Red Cross;Sindhupalchok;Karthali;All;NFI;Mosquito Nets;All / Blanket;11250;1250;;;842;Completed;28/08/2015;30/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 001;Mercy corps;OFDA/Internal;Nepal Red Cross;Sindhupalchok;Karthali;All;Shelter;Tarpaulin;All / Blanket;2500;1250;2250;;842;Completed;28/08/2015;30/08/2015;Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 001;Mercy corps;OFDA/Internal;Nepal Red Cross;Sindhupalchok;Karthali;All;NFI;Blankets;All / Blanket;2500;1250;;;842;Completed;28/08/2015;30/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 001;Mercy corps;OFDA/Internal;Nepal Red Cross;Sindhupalchok;Karthali;All;Shelter;Tarpaulin;All / Blanket;1250;1250;;;842;Completed;28/08/2015;30/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 001;Mercy corps;OFDA/Internal;Nepal Red Cross;Sindhupalchok;Karthali;All;Cash;Other Cash;All / Blanket;9375000;1250;7500;;842;Completed;28/08/2015;30/08/2015;
Priority;Tractor access;East;11/09/2015;524 2 05 23;524 2 05 23 5 001;Mercy corps;OFDA/Internal;Nepal Red Cross;Sindhupalchok;Karthali;All;NFI;Lighting (Lamps, Candles);All / Blanket;1250;1250;2500;;842;Completed;28/08/2015;30/08/2015;Solar lamps donated material aid
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 009;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Maneswar;All;NFI;Blankets;All / Blanket;3776;944;;;570;Completed;30/05/2015;30/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 009;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Maneswar;All;NFI;Clothes (items);All / Blanket;8496;944;;;570;Completed;30/05/2015;30/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 009;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Maneswar;All;NFI;Kitchen Sets;All / Blanket;1888;944;2250;;570;Completed;30/05/2015;30/05/2015;Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 009;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Maneswar;All;NFI;Mosquito Nets;All / Blanket;1888;944;;;570;Completed;30/05/2015;30/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 009;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Maneswar;All;NFI;Buckets with lid;All / Blanket;944;944;;;570;Completed;30/05/2015;30/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 009;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Maneswar;All;Shelter;Tarpaulin;All / Blanket;944;944;;;570;Completed;30/05/2015;30/05/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 009;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Maneswar;All;Cash;Other Cash;All / Blanket;7080000;944;7500;;590;Completed;11/06/2015;26/06/2015;
Priority;;East;11/09/2015;524 2 05 23;524 2 05 23 5 009;Mercy corps;DFID;Nepal Red Cross;Sindhupalchok;Maneswar;All;NFI;Lighting (Lamps, Candles);All / Blanket;944;944;2500;;570;Completed;30/05/2015;30/05/2015;Solar lamps donated material aid
Priority;Truck access;East;11/09/2015;524 2 04 22;524 2 04 22 5 019;Mercy corps;OFDA;Nepal Red Cross;Dolakha;Melung;All;NFI;Lighting (Lamps, Candles);All / Blanket;1150;1150;2500;;540;Completed;27/07/2015;03/08/2015;Solar lamps donated material aid
Priority;Truck access;East;11/09/2015;524 2 04 22;524 2 04 22 5 019;Mercy corps;OFDA;Nepal Red Cross;Dolakha;Melung;All;Cash;Other Cash;All / Blanket;8625000;1150;7500;;540;Completed;20/07/2015;20/07/2015;
Priority;Truck access;East;11/09/2015;524 2 04 22;524 2 04 22 5 019;Mercy corps;OFDA;Nepal Red Cross;Dolakha;Melung;All;NFI;Blankets;All / Blanket;4600;1150;;;540;Completed;27/07/2015;03/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Truck access;East;11/09/2015;524 2 04 22;524 2 04 22 5 019;Mercy corps;OFDA;Nepal Red Cross;Dolakha;Melung;All;NFI;Buckets with lid;All / Blanket;1150;1150;;;540;Completed;27/07/2015;03/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Truck access;East;11/09/2015;524 2 04 22;524 2 04 22 5 019;Mercy corps;OFDA;Nepal Red Cross;Dolakha;Melung;All;NFI;Clothes (items);All / Blanket;10350;1150;;;540;Completed;27/07/2015;03/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Truck access;East;11/09/2015;524 2 04 22;524 2 04 22 5 019;Mercy corps;OFDA;Nepal Red Cross;Dolakha;Melung;All;NFI;Kitchen Sets;All / Blanket;2300;1150;2250;;540;Completed;27/07/2015;03/08/2015;Included in Kits - total kit cost 14000 NPR
Priority;Truck access;East;11/09/2015;524 2 04 22;524 2 04 22 5 019;Mercy corps;OFDA;Nepal Red Cross;Dolakha;Melung;All;NFI;Mosquito Nets;All / Blanket;2300;1150;;;540;Completed;27/07/2015;03/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;Truck access;East;11/09/2015;524 2 04 22;524 2 04 22 5 019;Mercy corps;OFDA;Nepal Red Cross;Dolakha;Melung;All;Shelter;Tarpaulin;All / Blanket;1150;1150;;;540;Completed;27/07/2015;03/08/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;No road access - possibly no helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 028;Mercy corps;OFDA;Nepal Red Cross;Sindhupalchok;Ramche;All;NFI;Blankets;All / Blanket;4308;1077;;;558;Completed;23/07/2015;25/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;No road access - possibly no helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 028;Mercy corps;OFDA;Nepal Red Cross;Sindhupalchok;Ramche;All;NFI;Buckets with lid;All / Blanket;1077;1077;;;558;Completed;23/07/2015;25/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;No road access - possibly no helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 028;Mercy corps;OFDA;Nepal Red Cross;Sindhupalchok;Ramche;All;NFI;Clothes (items);All / Blanket;9693;1077;;;558;Completed;23/07/2015;25/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
Priority;No road access - possibly no helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 028;Mercy corps;OFDA;Nepal Red Cross;Sindhupalchok;Ramche;All;NFI;Kitchen Sets;All / Blanket;2154;1077;2250;;558;Completed;23/07/2015;25/07/2015;Included in Kits - total kit cost 14000 NPR
Priority;No road access - possibly no helicopter landing sites;East;11/09/2015;524 2 05 23;524 2 05 23 5 028;Mercy corps;OFDA;Nepal Red Cross;Sindhupalchok;Ramche;All;NFI;Mosquito Nets;All / Blanket;2154;1077;;;558;Completed;23/07/2015;25/07/2015;Itemized cost not available - Included in Kits - total kit cost 14000 NPR
